0,1,2,3,4,5
-0.8301222,-1.0378703,1.5061703,2.4735942,0.21840885,0.5114721
-0.42981842,-0.113051906,-0.4088334,-0.22015409,-0.82401866,0.20012057
-2.6751647,0.2994891,1.954619,0.207836,0.9351442,1.2495567
0.6553504,1.7604296,-1.369667,-3.3574243,0.40816477,-0.6988066
1.2188255,-0.5797898,-3.4286199,-2.6835408,-1.1437796,-0.6042672
1.1701744,-2.9409413,-2.9414132,0.538949,-1.9936925,-0.14382143
0.39424288,-0.8569765,1.7380251,3.0407934,1.9898443,1.9025918
4.7276607,3.8616562,1.877071,-3.1619225,-4.314158,-5.0295086
0.53799015,-0.5500321,0.81342757,1.5036469,0.41369864,-0.21077599
2.4817178,2.344071,-1.7367226,-4.02974,-3.2452698,-2.0638137
1.4847746,0.70655125,-1.8683196,-2.3732789,0.903402,-0.6001246
0.2680585,-0.18965068,1.1227742,0.9972766,-0.36758897,-0.78192943
2.644785,3.095524,1.3614675,-2.0243807,0.22549203,-1.5529628
2.3723571,2.934142,0.16349366,-2.989531,-0.20185944,-2.339428
-0.1008816,-0.016448427,-0.7711893,0.0023959521,-0.18937406,0.26996332
2.7699647,2.018273,-0.7699743,-2.2367065,-4.692801,-2.2315993
-0.8334227,-0.61558205,-0.21251,0.01627128,1.3470365,1.2461553
-1.5056101,-2.225087,-1.2881047,0.35232353,-0.6593746,0.6611454
-2.3526192,-1.0659416,0.9284928,0.43931788,0.11552779,0.99465454
0.70457643,-0.33072782,1.7594167,3.5083103,0.5987278,1.1959016
-0.14956293,1.5556248,0.74849224,-0.94944304,0.5792195,0.23845033
2.6632133,1.1118145,2.0941143,1.8890811,-0.5794034,-1.0980333
0.27189288,-2.4356158,1.3569614,4.930147,0.17298073,1.2809767
-0.075069614,0.2605031,-0.23317702,-0.45794168,0.0854756,0.7697443
1.249229,-1.1821432,1.1940192,2.8077884,0.6539655,0.59829736
-1.7072955,-0.5806406,0.30032706,0.9449355,-0.2680354,1.2334752
0.9988869,1.2835557,-0.06416996,-0.69132286,0.82523346,-0.31140545
0.20735225,-1.4734149,0.02249338,0.69611955,1.9264612,0.6100238
-0.7888997,0.6403617,1.1108928,0.17402469,-0.08010281,-0.082045525
1.7578729,-0.6365386,0.3954352,0.6168614,-3.368755,-1.7396128
0.6636459,0.29375103,0.16582829,0.16737181,0.41051725,0.37652785
-0.6910584,-1.2712973,-1.478483,-0.72167164,0.03983304,1.1829892
-1.1484252,-2.1307232,-0.4258893,0.51636136,-0.2682094,0.6615423
-0.8943163,-2.4829144,0.056040403,3.0204723,0.41252202,2.018208
0.56359947,-3.7361882,-0.12332694,3.4797373,0.7035953,0.15958785
0.7971681,0.80209523,-0.61481386,-1.0604488,-1.4563165,-0.61994946
-2.064184,-1.1715968,-1.5214021,-1.1859312,-0.32555366,0.9538158
1.1892585,1.6716676,1.4577024,-0.28735518,-0.5532118,-1.015472
0.74354774,1.9374881,1.4001712,1.7147006,-0.14344998,-0.22157608
-0.826625,1.1829252,1.4058843,0.012384983,-0.36121508,0.20147239
-0.6468401,-0.0535199,-0.2645066,-0.9708418,-0.80312777,-0.3069648
0.2962337,-0.8904325,-0.7468458,0.23651083,-0.85789967,0.11201602
-0.85430026,1.4475745,0.587765,-1.4304115,-0.5030287,0.5235188
-0.30869773,1.7171818,0.7245048,-1.6208025,0.5985033,-0.4808207
-1.0939666,1.9374201,0.27330968,-1.0884324,-1.2302072,-0.1563672
-0.6315658,-0.18723574,-0.7186143,-0.9439224,-0.8623224,0.21587078
0.52066576,1.6392087,-1.515972,-2.957653,-0.14355984,-0.88597536
0.67088604,-0.6387243,0.25397855,0.21275546,-0.79163444,-0.90024436
-0.5579009,-2.4711666,-0.7101375,0.53067636,0.47514528,-0.31509927
-0.13440081,-1.2008262,0.378131,1.7166263,-0.8663723,-0.13975188
1.5282756,0.9804817,0.5687489,-0.8171578,-4.0136423,-1.5691571
2.268635,0.43365967,0.27191508,-0.40282997,-1.2990367,-1.8657604
-0.6491118,-2.0769122,1.0869088,3.2536082,0.5662138,1.3157479
0.2775642,0.7986386,1.1478734,0.38970995,1.9864051,0.67148066
1.1014899,-0.5457855,-0.53044295,-0.070819356,-0.87502307,0.151818
-0.3365714,-0.73006326,0.6968536,2.0068147,0.34394798,1.834117
-0.5972559,-0.72961307,0.658859,1.6103609,0.43891227,1.4319223
-0.7286584,-2.795448,-0.36678526,1.8744231,-0.39401776,-0.017167628
1.3867055,1.2530452,-1.0754175,-2.3750238,-2.0845273,-1.6371839
0.9731421,-0.85334945,1.2186284,2.0097098,-0.41740087,-0.8747763
-0.18255258,0.38534397,0.05840484,-1.4367466,0.5358512,-0.64989614
-1.9608533,-0.06272501,2.0385516,1.5393244,1.7999545,2.187633
2.2981033,-2.6036253,-1.9151644,1.2878176,-1.0825726,-0.63596207
-1.370776,-0.18802655,2.0246236,1.6277874,0.9492103,0.9490065
0.4847182,-2.2046704,1.1954831,3.426765,0.7363074,0.92225486
0.21030986,1.1157682,3.129511,0.909081,0.122149535,-0.93262553
1.7039342,0.14014655,0.916941,0.52352834,-3.3015347,-0.57569444
2.3169646,-4.8365846,-1.298505,3.6719158,0.34854576,0.40243697
-1.9682963,-2.1337972,-0.13704057,1.7888038,0.9937823,1.7443595
0.99754643,-1.1702332,1.3568602,3.0641272,-0.3068176,-0.44080833
-0.1493209,-0.6606735,-1.2003822,0.46786445,0.6638925,0.6499488
-1.1815834,-0.014060624,1.58472,1.2475365,1.9793582,1.3127636
-0.7264956,-1.9591311,0.0021605864,1.0669166,0.41116288,0.32365575
1.7922723,0.14227393,1.2512913,0.74150443,-0.7852984,-1.3781326
0.9618842,-1.2822363,-1.3196136,0.025297543,-3.257362,-2.1209521
0.7588757,0.45385915,-0.11258821,-0.013860379,-0.91884303,-0.5687466
-1.6923076,-1.090263,0.65706223,0.5626126,0.12205734,0.45141992
1.020585,1.8012303,1.2086244,0.026560193,-0.8957979,-0.52483535
0.78954494,1.3351241,-1.6723938,-3.144545,-0.9750958,-1.2454305
-1.8267759,-2.4220135,-1.4199879,-0.44462398,-0.04913158,0.8416305
-0.3575449,1.7016249,-1.049604,-1.8466876,-1.1498501,-0.17068735
2.0328119,2.8480442,-0.79089266,-4.4440703,-2.5998392,-2.5112226
1.8081616,-0.5349918,0.9243355,1.3293216,-0.70477456,-0.7536301
1.412089,1.7784725,1.6914966,-1.0361104,-0.016239878,-1.519384
-0.43922687,-0.56038874,-0.58500284,0.43523577,0.014860898,0.41029385
1.5052763,0.042643286,-0.539001,0.10961294,-0.85103214,0.31669885
3.8437674,-0.561712,0.12876567,3.9179642,0.72211784,1.3334281
2.1053095,-2.5173619,1.0863364,3.6946604,-0.71840084,-0.9751879
1.4953824,-0.48277023,-0.5726145,0.032257505,-0.79894614,-1.0868008
4.380122,-2.5460298,2.124751,5.480431,0.47805393,-1.0024368
-0.028191626,3.1515722,1.661498,-1.7816491,-0.0049333274,-0.54212314
0.52987915,-0.3913111,2.1235445,1.7609643,-1.4455911,-1.0464218
-0.41188774,2.0760176,-0.437844,-3.291685,1.05534,-0.60126406
-1.2672795,0.57662773,1.0738983,-0.4580898,0.050153203,-0.13761611
1.1953723,0.5837407,-1.3985915,-1.6276101,1.1095234,0.32752508
2.121536,1.0995133,-0.9055052,-2.7713494,0.92908126,-2.1877406
3.537988,3.2900088,1.7305444,-2.2214813,-2.4058216,-3.0183902
-1.9807384,-1.4189794,0.30327702,1.6015385,0.90088344,1.9633902
-0.12555286,-3.4219909,-1.9362302,1.1464049,0.44130355,1.0189191
1.7166326,-1.3879296,0.20275974,2.214522,-1.5930169,-0.3375108
1.3906898,-1.3785108,-0.95834726,3.1170838,1.4046047,2.8834023
0.5202469,0.09737336,-0.42512766,-0.35107633,-1.4873025,-0.78348094
3.2989888,2.3242188,-0.3241483,-3.3331492,-3.0872278,-3.3656952
1.5007174,-1.5268302,-0.6971783,-1.2328904,-3.3140876,-1.2878748
1.2609329,2.186185,-0.89358324,-4.2696676,-2.1919491,-2.251339
0.5212862,-2.5764601,-1.7028841,0.23520358,-0.90130955,0.042894255
2.2723472,2.505854,0.9157352,-1.6017727,-3.2770438,-2.2758133
1.216995,0.49224782,-1.3531591,-1.0513283,-0.057026967,0.30112448
-0.4746042,1.2064306,1.9424386,-0.66782683,0.19081146,-0.5596849
2.2171645,1.509851,-0.8799401,-2.9307199,-1.8367177,-3.1413686
-0.16627425,-1.5094688,1.9064373,3.445968,1.1409675,1.1530517
1.78392,2.0924118,0.58575034,-1.3089042,-2.7770193,-1.0559226
-0.7716982,-0.6499584,2.4374714,2.6528363,-0.047766715,0.8321707
0.0017439872,-0.3591919,2.3085601,2.2605178,0.6145186,-0.123184964
-2.2881463,-1.1741997,2.8017514,3.0547836,2.0408254,2.4197493
-0.42957252,-0.45967606,4.3329797,3.8035414,2.3152378,1.6216506
-2.0150898,0.2170623,-0.5244357,-1.5001373,-0.066144675,0.5657441
1.3418431,-1.8799598,0.011045251,2.2407222,0.4720708,0.51555437
0.5546124,-0.6637555,-0.17354569,0.44667658,-0.24746677,-1.0856678
-0.16003665,2.218864,1.449364,-0.06240356,-0.61299866,-0.099539414
0.4727354,-0.12388467,-1.7297878,-1.8586695,-0.95210165,-0.80106026
1.132365,-1.2493007,0.157809,1.8200582,0.26964444,-0.8426825
-0.612906,-1.8636379,-0.75544643,0.75338113,-1.4515371,0.16428116
1.6237129,-0.62601024,0.057143524,0.3596122,-0.35438693,-1.3814385
0.97178906,3.4846075,0.46227536,-2.6313837,-0.75037086,-0.4362135
0.7828225,0.73508996,0.5454469,-0.31006017,-0.102469474,-0.5398064
2.9916162,-2.7879305,1.376123,4.539795,0.4445759,-0.6750378
-1.9103392,-0.10554756,1.2019982,-0.16985267,2.5331347,0.627923
-0.10144123,-1.5425911,-1.6291339,-1.06327,-0.35152963,-0.91680765
0.544207,-1.2712353,-0.31683636,0.86390156,0.27976748,-0.60247993
-0.20905918,0.3489291,0.73955107,0.7848267,0.07991312,0.10280673
2.5822601,-0.1864593,0.34184015,0.55631226,-3.2075512,-0.9807364
3.4027646,3.5921743,1.1674193,-1.8259904,-4.561765,-3.1755984
0.640868,-0.41129923,-1.1032243,-0.554375,0.42433554,-0.3759937
0.2663877,-0.14107129,-1.4405143,-0.7767546,-1.2075278,-0.06311417
1.5383781,-0.025987107,0.26251048,-0.49751893,0.6297632,-1.8655303
-0.8194402,-0.61157894,-0.9221097,1.2314553,-1.2908915,0.85766304
0.62994313,-1.7597464,-2.068715,0.6134644,-0.018635374,1.6363851
1.0721849,-0.38205922,0.37961158,1.6188239,-0.8882467,-0.002090428
-0.84582615,-1.1484898,1.2115397,2.1408353,2.3301024,1.1399559
-0.5010411,-1.5656315,-0.07474223,1.6376519,-0.5989815,0.4464009
-0.24597543,-0.018580168,0.73320735,0.5615288,-0.68781,-0.35858455
-1.9017141,-1.6610808,0.5627769,3.182786,0.61868906,2.8723533
1.9951401,2.362254,1.8851454,-1.1461333,-0.15287712,-2.4536102
0.18898058,-1.6192522,0.65158397,2.1994803,0.057251222,0.61640316
0.2509101,-0.060631543,0.04619859,-0.11254937,-0.1794365,-0.7220392
0.7119532,0.9914463,2.9569478,0.5709794,-0.53452814,-1.5769095
-0.34388357,-1.3117557,1.4244674,3.1121056,0.9872097,1.7945569
1.3259659,-2.2613196,-1.8784215,-0.37940097,-2.6050596,-0.5375745
0.06933114,-0.23620316,-0.22499363,0.060057104,0.479001,0.6039351
1.2245634,2.1430268,2.489752,0.40511522,-0.7031158,-0.88974726
0.29445928,0.5658555,1.6213264,-0.11520919,-0.85446125,-1.4644682
-3.8713932,-1.8383743,0.021097252,0.32865623,0.78996557,1.9907066
-1.7664276,-2.3670285,0.7307737,1.9211345,0.0021862462,0.8497258
-0.14813203,-0.092290565,-3.1105766,-2.767976,-0.37575164,0.26222092
-0.116106875,-0.8036072,-1.0354774,-0.26835802,-1.2898802,-0.39549077
1.2579616,-2.2002912,-1.737321,0.0790581,-1.9840106,-1.8746941
-0.412203,-0.13108122,1.3291746,1.0173699,0.70064926,0.5901486
0.8998666,1.4072093,-0.40115267,-2.5160246,-1.019201,-1.6194056
-2.5778027,-0.44252232,0.9518041,-0.24812363,1.0913048,0.5979852
1.6463338,1.1355588,-1.1292968,-2.3444757,-1.7762365,-1.1721318
1.8014922,-1.1687889,-1.0030153,-0.6530121,-1.0517461,-2.405611
1.4010483,1.1474184,-0.85613173,-2.1430411,-0.29558435,-1.5756124
1.2202617,0.9209784,1.3996637,-0.1676761,-0.74664325,-1.364296
-0.46716923,-2.9277477,-1.4303225,0.90291876,0.6568477,1.0012522
-1.8156427,0.37291163,0.5952645,1.3033421,0.5698201,1.819019
0.8378866,-1.2037648,-0.69101727,-0.45910734,-0.27378875,-0.8064259
1.853778,-0.75141126,0.684374,0.50780106,0.48196346,-1.0459617
1.6279799,0.03467516,1.270627,1.1895106,-1.120836,-1.4689578
1.0057622,-1.2758082,-0.28897637,0.66970825,-0.079425275,-1.384587
-0.48257405,-0.69478965,1.4212121,2.2445638,0.41486046,0.75098836
0.15976037,-0.6198883,0.9704344,1.4862605,-0.5093204,-0.6115233
-0.527755,0.7926879,1.8389006,0.64548224,0.20582956,0.053897005
0.17953259,1.5383297,0.45979264,-1.05237,0.70160663,-0.11169623
-1.5803101,0.029203571,-2.0935173,-2.0884197,0.6819736,0.79408365
0.2239022,1.0125449,-0.6167917,-0.68621945,-0.27442724,0.18834868
-1.3081863,-0.85993195,1.7927324,2.626111,0.54628026,1.2147079
2.1637347,0.2452012,0.7951762,0.49821338,-2.2447243,-0.47986764
0.9658718,-0.8705003,1.3729593,2.5421436,-0.49072793,-0.5243917
-1.9546835,-1.6222136,0.6693822,2.0159962,1.0950879,1.8186344
0.93588436,-0.8150819,1.225887,1.9205128,-0.396523,-0.8809926
0.0649753,-0.30276957,0.11973508,-0.33668375,-0.13182199,-0.70218474
-1.386582,-0.73075753,0.24987593,1.2879355,2.1477697,0.96986604
0.15913567,-0.79083395,0.94542825,0.58560115,-0.35283297,-1.6662389
-1.7307405,-0.7269027,0.5723113,-1.0755937,0.39240006,-0.19963844
-1.0772095,-0.5414224,1.3916057,2.2615042,0.3614975,0.9216585
-2.4860854,-2.5364475,-0.7569618,-0.078848496,0.2978141,0.9093626
2.689414,1.4714015,2.2794,0.27418125,-1.1141943,-2.5700855
-2.4790556,0.6830395,1.4499553,-0.8970465,-0.50184995,-0.4692629
1.260931,-0.8107981,-0.765022,-0.2766284,-0.6138906,-0.6092719
-2.0566483,-1.5028061,-0.24639197,1.1781061,-0.13038649,1.5980945
-0.7234633,-0.28654045,1.921459,1.9923998,0.15159822,0.5563078
1.5656937,0.20276189,0.040615276,-0.57327914,-1.7821031,-0.6876814
1.1905199,-0.01974703,0.50182664,0.4810805,-0.5523545,-1.005924
1.3156797,1.9753015,2.7134619,0.78202033,-0.6216972,-0.9560467
2.905681,4.302477,4.471581,-0.30816206,1.6936228,-1.7944101
0.3564116,2.4479349,0.43717617,-1.3221022,2.5366197,0.6539317
2.4768937,-1.2061032,-0.5057417,1.6447461,-1.8393148,-0.75576466
-0.054787718,1.4620625,0.8417567,-0.87682444,-0.076499775,-0.25975683
0.2606082,1.103001,1.2214653,0.5031712,-0.32325155,-0.55596846
0.012962379,-0.37243387,-1.3498853,-0.71969664,-0.4986393,-0.2668895
-0.09319175,-1.5299909,0.40174112,1.6937,0.61048293,0.24970512
2.9257298,-0.99275523,-1.2055254,0.6696152,-1.5411154,-0.49791935
4.2329164,-1.8059717,1.3999166,5.4628234,1.7055054,0.8034347
0.37097064,-0.085362576,-0.8349285,-0.8870029,0.26313537,-0.64514875
0.56854445,1.8728658,1.6322454,-0.07596455,-0.58823985,-0.8894076
-0.34188235,1.3816731,-1.6492625,-3.5605276,-0.1902478,-0.3657198
3.7803385,4.0498595,4.6150637,-0.09925109,0.31126496,-3.2218482
2.0896027,-2.5465386,0.5148261,3.2288797,-0.3792165,-0.7114264
-1.3880982,-0.9926073,-0.029416796,1.0414264,-0.5010557,0.87759966
0.5160798,-0.38146994,-2.7895627,-2.745913,0.7651779,-0.1140504
1.9969308,1.9026022,2.3671854,0.36254737,-1.1932129,-2.058575
-1.9141135,-1.3831112,-1.6992776,-0.92283565,-0.6683531,0.83231544
2.2808168,1.2946876,-0.94423515,-1.9539407,-3.756584,-1.7966822
-0.46723896,-0.9588528,2.1958742,2.5357888,0.55861145,-0.3688181
3.8938894,2.8703623,-0.5445335,-3.7491424,-2.622439,-3.6081908
-0.14564013,-0.03265947,2.298193,3.3684766,1.9053315,2.4260483
1.4406055,0.9020089,-0.14554621,-0.600169,-1.8011477,-1.2239887
